freq,phAngle,power,reacPower,rmsCur,rmsVolt,value
50.0,338,77.539,-32.264,0.371,226.706,ComputerStation
50.0,338,77.955,-32.368,0.373,226.737,ComputerStation
50.0,337,76.082,-32.264,0.365,226.774,ComputerStation
50.0,335,67.651,-31.744,0.33,226.796,ComputerStation
50.0,336,65.466,-31.328,0.321,226.66,ComputerStation
50.0,336,65.986,-31.536,0.323,226.748,ComputerStation
50.0,336,67.547,-31.536,0.329,226.651,ComputerStation
50.0,335,65.258,-31.328,0.32,226.73,ComputerStation
50.0,336,65.362,-31.328,0.32,226.619,ComputerStation
50.0,336,65.466,-31.328,0.321,226.947,ComputerStation
50.0,336,65.57,-31.432,0.321,226.776,ComputerStation
50.0,337,75.457,-32.16,0.362,226.933,ComputerStation
50.0,336,67.755,-31.432,0.331,225.875,ComputerStation
50.0,336,66.611,-31.328,0.327,225.944,ComputerStation
50.0,335,69.733,-31.744,0.338,226.146,ComputerStation
50.0,337,76.914,-32.16,0.368,226.691,ComputerStation
50.0,336,71.606,-31.952,0.346,226.994,ComputerStation
50.0,336,67.131,-31.536,0.328,226.817,ComputerStation
50.0,336,66.09,-31.432,0.323,226.94,ComputerStation
50.0,336,66.298,-31.432,0.324,226.886,ComputerStation
50.0,336,65.882,-31.328,0.322,226.727,ComputerStation
50.0,340,87.843,-32.576,0.414,226.777,ComputerStation
50.0,336,68.484,-31.64,0.333,226.456,ComputerStation
50.0,335,70.253,-31.848,0.341,226.932,ComputerStation
50.0,336,68.276,-31.64,0.332,226.797,ComputerStation
50.0,335,69.004,-31.744,0.336,226.894,ComputerStation
50.0,336,68.068,-31.64,0.332,226.99,ComputerStation
50.0,335,69.629,-31.848,0.337,227.089,ComputerStation
50.0,335,68.068,-31.64,0.33,227.098,ComputerStation
50.0,335,68.38,-31.744,0.332,227.168,ComputerStation
50.0,335,68.276,-31.744,0.331,227.159,ComputerStation
50.0,335,68.9,-31.848,0.334,227.13,ComputerStation
50.0,335,68.588,-31.848,0.333,227.219,ComputerStation
50.0,335,68.796,-31.744,0.335,226.713,ComputerStation
50.0,338,72.023,-32.16,0.347,227.002,ComputerStation
50.0,335,70.461,-32.056,0.342,226.876,ComputerStation
50.0,335,70.461,-31.952,0.342,226.866,ComputerStation
50.0,335,70.045,-31.848,0.34,226.561,ComputerStation
50.0,336,65.258,-31.536,0.32,226.817,ComputerStation
50.0,335,65.258,-31.536,0.32,226.737,ComputerStation
50.0,336,65.049,-31.432,0.318,227.119,ComputerStation
50.0,336,67.131,-31.64,0.326,227.024,ComputerStation
50.0,335,68.796,-31.744,0.333,227.196,ComputerStation
50.0,336,68.484,-31.744,0.332,227.305,ComputerStation
50.0,336,70.149,-31.848,0.34,226.898,ComputerStation
50.0,336,65.362,-31.328,0.319,227.001,ComputerStation
50.0,337,75.77,-32.056,0.363,226.952,ComputerStation
50.0,335,70.878,-32.056,0.342,227.21,ComputerStation
50.0,335,70.461,-31.952,0.342,226.924,ComputerStation
50.0,336,66.506,-31.64,0.324,227.201,ComputerStation
50.0,336,65.153,-31.64,0.32,226.817,ComputerStation
50.0,335,65.153,-31.536,0.319,227.111,ComputerStation
50.0,335,65.258,-31.223,0.319,227.012,ComputerStation
50.0,335,65.258,-31.223,0.318,227.044,ComputerStation
50.0,336,65.882,-31.328,0.322,226.752,ComputerStation
50.0,335,65.258,-31.328,0.32,226.755,ComputerStation
50.0,335,65.153,-31.328,0.318,227.23,ComputerStation
50.0,335,64.945,-31.223,0.317,227.226,ComputerStation
50.0,335,65.153,-31.432,0.318,227.355,ComputerStation
50.0,335,65.153,-31.328,0.318,227.293,ComputerStation
50.0,336,65.466,-31.432,0.319,227.167,ComputerStation
50.0,335,64.841,-31.223,0.317,227.158,ComputerStation
50.0,335,65.049,-31.223,0.318,227.0,ComputerStation
50.0,335,64.945,-31.432,0.318,226.98,ComputerStation
50.0,335,65.153,-31.536,0.318,227.021,ComputerStation
50.0,335,64.841,-31.536,0.317,227.417,ComputerStation
50.0,335,64.841,-31.432,0.317,227.191,ComputerStation
50.0,335,65.049,-31.536,0.318,227.395,ComputerStation
50.0,335,65.258,-31.432,0.319,227.392,ComputerStation
50.0,333,64.841,-31.744,0.317,227.392,ComputerStation
50.0,335,64.945,-31.223,0.317,227.346,ComputerStation
50.0,335,64.945,-31.223,0.319,226.59,ComputerStation
50.0,335,65.153,-31.328,0.319,226.243,ComputerStation
50.0,335,65.258,-31.64,0.319,227.643,ComputerStation
50.0,336,65.778,-31.536,0.321,227.595,ComputerStation
50.0,335,68.38,-31.744,0.332,227.677,ComputerStation
50.0,337,68.276,-32.472,0.331,227.642,ComputerStation
50.0,335,69.941,-31.848,0.338,227.69,ComputerStation
50.0,335,66.506,-31.848,0.324,227.734,ComputerStation
50.0,337,69.108,-32.368,0.336,227.692,ComputerStation
50.0,336,70.982,-32.16,0.346,227.762,ComputerStation
50.0,336,71.086,-32.264,0.349,227.629,ComputerStation
50.0,335,67.131,-31.952,0.33,227.72,ComputerStation
50.0,340,75.561,-32.681,0.402,227.483,ComputerStation
50.0,335,72.023,-32.056,0.341,227.451,ComputerStation
50.0,337,76.394,-32.368,0.359,227.511,ComputerStation
50.0,335,69.941,-32.056,0.338,227.62,ComputerStation
50.0,352,31.573,-4.451,0.141,224.999,Fan
50.0,352,31.47,-4.451,0.141,224.66,Fan
50.0,352,31.47,-4.554,0.141,224.98,Fan
50.0,352,31.366,-4.451,0.141,224.427,Fan
50.0,352,31.47,-4.554,0.141,224.979,Fan
50.0,352,31.47,-4.554,0.141,224.982,Fan
50.0,352,31.263,-4.554,0.14,224.526,Fan
50.0,352,31.263,-4.554,0.14,224.249,Fan
50.0,352,31.263,-4.554,0.14,224.289,Fan
50.0,352,31.159,-4.554,0.14,224.153,Fan
50.0,352,31.263,-4.554,0.14,224.336,Fan
50.0,352,31.159,-4.554,0.14,224.224,Fan
50.0,352,31.159,-4.554,0.14,224.189,Fan
50.0,352,31.159,-4.554,0.14,224.246,Fan
50.0,352,31.263,-4.554,0.14,224.573,Fan
50.0,352,31.263,-4.554,0.14,224.72,Fan
50.0,352,31.263,-4.554,0.14,224.621,Fan
50.0,352,31.263,-4.554,0.14,224.713,Fan
50.0,352,31.159,-4.554,0.14,224.279,Fan
50.0,352,31.056,-4.554,0.14,224.253,Fan
50.0,352,31.056,-4.554,0.14,224.135,Fan
50.0,352,31.056,-4.554,0.14,224.308,Fan
50.0,352,31.056,-4.554,0.14,224.033,Fan
50.0,352,31.056,-4.554,0.14,224.362,Fan
50.0,352,30.952,-4.554,0.139,223.968,Fan
50.0,352,30.849,-4.554,0.139,223.811,Fan
50.0,352,30.849,-4.554,0.139,223.601,Fan
50.0,352,30.952,-4.554,0.139,224.032,Fan
50.0,352,30.849,-4.554,0.139,223.636,Fan
50.0,352,30.849,-4.554,0.139,223.914,Fan
50.0,352,30.745,-4.554,0.139,223.551,Fan
50.0,352,31.159,-4.658,0.14,225.066,Fan
50.0,352,31.056,-4.658,0.139,224.843,Fan
50.0,352,31.056,-4.658,0.139,224.946,Fan
50.0,352,31.159,-4.658,0.14,224.954,Fan
50.0,352,31.159,-4.658,0.14,225.312,Fan
50.0,352,31.056,-4.658,0.139,224.822,Fan
50.0,352,31.159,-4.658,0.14,225.275,Fan
50.0,352,31.056,-4.658,0.139,224.981,Fan
50.0,352,31.056,-4.658,0.139,224.898,Fan
50.0,352,30.952,-4.658,0.139,224.531,Fan
50.0,352,31.159,-4.658,0.14,225.094,Fan
50.0,352,31.056,-4.658,0.139,224.927,Fan
50.0,352,31.056,-4.658,0.139,224.998,Fan
50.0,352,31.056,-4.658,0.139,224.802,Fan
50.0,352,31.056,-4.658,0.139,225.072,Fan
50.0,352,31.056,-4.658,0.139,225.159,Fan
50.0,352,31.056,-4.658,0.139,224.87,Fan
50.0,352,31.056,-4.658,0.139,224.903,Fan
50.0,352,31.056,-4.761,0.139,225.201,Fan
50.0,352,31.159,-4.761,0.139,225.618,Fan
50.0,352,31.159,-4.761,0.139,225.504,Fan
50.0,352,31.159,-4.761,0.139,225.527,Fan
50.0,352,31.159,-4.761,0.139,225.699,Fan
50.0,352,31.263,-4.761,0.14,226.105,Fan
50.0,352,31.263,-4.761,0.139,226.259,Fan
50.0,352,31.366,-4.761,0.14,226.516,Fan
50.0,352,31.366,-4.761,0.14,226.385,Fan
50.0,352,31.263,-4.761,0.14,226.225,Fan
50.0,352,31.366,-4.761,0.14,226.528,Fan
50.0,352,31.366,-4.761,0.14,226.532,Fan
50.0,352,31.366,-4.761,0.14,226.589,Fan
50.0,352,31.366,-4.761,0.14,226.622,Fan
50.0,352,31.263,-4.761,0.139,226.39,Fan
50.0,352,31.263,-4.761,0.139,226.314,Fan
50.0,352,31.263,-4.761,0.139,226.106,Fan
50.0,352,31.263,-4.761,0.139,226.367,Fan
50.0,352,31.263,-4.761,0.139,226.498,Fan
50.0,352,31.47,-4.865,0.14,226.964,Fan
50.0,352,31.366,-4.865,0.14,226.71,Fan
50.0,352,31.263,-4.761,0.139,226.585,Fan
50.0,352,31.263,-4.865,0.139,226.599,Fan
50.0,352,31.263,-4.865,0.139,226.765,Fan
50.0,352,31.263,-4.761,0.139,226.566,Fan
50.0,352,31.263,-4.761,0.139,226.586,Fan
50.0,352,31.263,-4.761,0.139,226.452,Fan
50.0,352,31.263,-4.761,0.139,226.405,Fan
50.0,352,31.366,-4.865,0.14,226.637,Fan
50.0,352,31.159,-4.761,0.139,226.034,Fan
50.0,352,31.159,-4.761,0.139,225.926,Fan
50.0,352,31.159,-4.761,0.139,226.147,Fan
50.0,352,31.263,-4.865,0.139,226.38,Fan
50.0,352,31.056,-4.761,0.139,226.078,Fan
50.0,352,31.056,-4.761,0.139,226.152,Fan
50.0,352,31.056,-4.761,0.139,226.25,Fan
50.0,352,30.952,-4.761,0.138,225.572,Fan
50.0,352,30.952,-4.761,0.139,225.786,Fan
50.0,352,30.952,-4.761,0.138,225.754,Fan
50.0,352,30.952,-4.761,0.139,225.72,Fan
50.0,352,31.056,-4.865,0.139,226.105,Fan
50.0,352,31.159,-4.865,0.139,226.323,Fan
50.0,352,31.159,-4.865,0.139,226.61,Fan
50.0,352,31.159,-4.865,0.139,226.492,Fan
50.0,352,31.263,-4.865,0.139,226.782,Fan
50.0,352,31.056,-4.865,0.139,226.256,Fan
50.0,352,31.159,-4.865,0.139,226.293,Fan
50.0,352,31.159,-4.865,0.139,226.451,Fan
50.0,352,31.263,-4.865,0.139,226.703,Fan
50.0,352,31.159,-4.865,0.139,226.4,Fan
50.0,352,31.056,-4.865,0.139,226.203,Fan
50.0,352,31.056,-4.865,0.139,226.336,Fan
50.0,352,31.263,-4.865,0.139,226.665,Fan
50.0,352,31.159,-4.865,0.139,226.519,Fan
50.0,352,31.056,-4.865,0.139,226.325,Fan
50.0,350,1.035,-0.103,0.024,226.349,Fan
50.0,0,0.0,0.0,0.0,226.294,Fan
50.0,0,0.0,0.0,0.0,226.983,Fan
50.0,0,0.0,0.0,0.0,226.45,Fan
50.0,0,0.0,0.0,0.0,226.692,Fan
50.0,0,0.0,0.0,0.0,226.471,Fan
50.0,0,0.0,0.0,0.0,226.872,Fan
50.0,0,0.0,0.0,0.0,226.803,Fan
50.0,0,0.0,0.0,0.0,226.902,Fan
50.0,0,0.0,0.0,0.0,226.72,Fan
50.0,0,0.0,0.0,0.0,226.313,Fan
50.0,0,0.0,0.0,0.0,226.159,Fan
50.0,0,0.0,0.0,0.0,226.141,Fan
50.0,0,0.0,0.0,0.0,226.463,Fan
50.0,0,0.0,0.0,0.0,226.603,Fan
50.0,0,0.0,0.0,0.0,225.963,Fan
50.0,0,0.0,0.0,0.0,225.546,Fan
50.0,0,0.0,0.0,0.0,225.596,Fan
50.0,0,0.0,0.0,0.0,225.848,Fan
50.0,0,0.0,0.0,0.0,226.266,Fan
50.0,0,0.0,0.0,0.0,225.741,Fan
50.0,0,0.0,0.0,0.0,225.635,Fan
50.0,0,0.0,0.0,0.0,225.456,Fan
50.0,0,0.0,0.0,0.0,225.651,Fan
50.0,0,0.0,0.0,0.0,224.781,Fan
50.0,0,0.0,0.0,0.0,224.782,Fan
50.0,0,0.0,0.0,0.0,224.988,Fan
50.0,0,0.0,0.0,0.0,224.956,Fan
50.0,0,0.0,0.0,0.0,224.837,Fan
50.0,0,0.0,0.0,0.0,224.985,Fan
50.0,0,0.0,0.0,0.0,225.236,Fan
50.0,0,0.0,0.0,0.0,225.085,Fan
50.0,0,0.0,0.0,0.0,224.606,Fan
50.0,0,0.0,0.0,0.0,225.258,Fan
50.0,0,0.0,0.0,0.0,224.973,Fan
50.0,0,0.0,0.0,0.0,225.162,Fan
50.0,0,0.0,0.0,0.0,225.52,Fan
50.0,0,0.0,0.0,0.0,225.508,Fan
50.0,0,0.0,0.0,0.0,225.323,Fan
50.0,0,0.0,0.0,0.0,225.26,Fan
50.0,0,0.0,0.0,0.0,225.892,Fan
50.0,0,0.0,0.0,0.0,225.832,Fan
50.0,0,0.0,0.0,0.0,225.948,Fan
50.0,0,0.0,0.0,0.0,225.615,Fan
50.0,0,0.0,0.0,0.0,225.935,Fan
50.0,0,0.0,0.0,0.0,225.518,Fan
50.0,0,0.0,0.0,0.0,225.734,Fan
50.0,0,0.0,0.0,0.0,225.25,Fan
50.0,0,0.0,0.0,0.0,225.527,Fan
50.0,0,0.0,0.0,0.0,225.472,Fan
50.0,0,0.0,0.0,0.0,225.679,Fan
50.0,0,0.0,0.0,0.0,225.211,Fan
50.0,0,0.0,0.0,0.0,225.27,Fan
50.0,0,0.0,0.0,0.0,225.467,Fan
50.0,0,0.0,0.0,0.0,224.988,Fan
50.0,0,0.0,0.0,0.0,225.111,Fan
50.0,0,0.0,0.0,0.0,225.616,Fan
50.0,0,0.0,0.0,0.0,225.867,Fan
50.0,0,0.0,0.0,0.0,225.528,Fan
50.0,0,0.0,0.0,0.0,225.74,Fan
50.0,0,0.0,0.0,0.0,226.081,Fan
50.0,0,0.0,0.0,0.0,225.796,Fan
50.0,0,0.0,0.0,0.0,225.904,Fan
50.0,0,0.0,0.0,0.0,225.75,Fan
50.0,0,0.0,0.0,0.0,226.141,Fan
50.0,0,0.0,0.0,0.0,226.681,Fan
50.0,0,0.0,0.0,0.0,226.808,Fan
50.0,0,0.0,0.0,0.0,227.129,Fan
50.0,0,0.0,0.0,0.0,226.239,Fan
50.0,0,0.0,0.0,0.0,226.46,Fan
50.0,0,0.0,0.0,0.0,226.366,Fan
50.0,0,0.0,0.0,0.0,227.13,Fan
50.0,0,0.0,0.0,0.0,226.581,Fan
50.0,0,0.0,0.0,0.0,226.945,Fan
50.0,0,0.0,0.0,0.0,225.937,Fan
50.0,0,0.0,0.0,0.0,226.027,Fan
50.0,0,0.0,0.0,0.0,225.927,Fan
50.0,0,0.0,0.0,0.0,225.722,Fan
50.0,0,0.0,0.0,0.0,225.846,Fan
50.0,0,0.0,0.0,0.0,225.94,Fan
50.0,0,0.0,0.0,0.0,226.044,Fan
50.0,0,0.0,0.0,0.0,225.691,Fan
50.0,0,0.0,0.0,0.0,225.76,Fan
50.0,0,0.0,0.0,0.0,226.151,Fan
50.0,0,0.0,0.0,0.0,226.015,Fan
50.0,0,0.0,0.0,0.0,225.555,Fan
50.0,0,0.0,0.0,0.0,225.325,Fan
50.0,0,0.0,0.0,0.0,225.394,Fan
50.0,0,0.0,0.0,0.0,226.005,Fan
50.0,0,0.0,0.0,0.0,226.242,Fan
50.0,0,0.0,0.0,0.0,226.125,Fan
50.0,0,0.0,0.0,0.0,226.158,Fan
50.0,0,0.0,0.0,0.0,225.838,Fan
50.0,0,0.0,0.0,0.0,226.219,Fan
50.0,0,0.0,0.0,0.0,225.797,Fan
50.0,0,0.0,0.0,0.0,226.225,Fan
50.0,0,0.0,0.0,0.0,226.38,Fan
50.0,0,0.0,0.0,0.0,226.489,Fan
50.0,0,0.0,0.0,0.0,226.582,Fan
50.0,0,0.0,0.0,0.0,226.723,Fan
50.0,0,0.0,0.0,0.0,226.559,Fan
50.0,6,41.822,4.14,0.185,226.409,Fan
50.0,3,37.991,3.726,0.169,225.988,Fan
50.0,3,37.784,3.623,0.168,225.547,Fan
50.0,3,37.577,3.519,0.167,225.508,Fan
50.0,3,37.474,3.416,0.167,225.523,Fan
50.0,3,37.37,3.312,0.166,225.618,Fan
50.0,3,37.267,3.312,0.165,225.65,Fan
50.0,3,37.163,3.209,0.165,225.569,Fan
50.0,3,37.267,3.209,0.165,225.733,Fan
50.0,3,36.956,3.105,0.165,225.024,Fan
50.0,3,37.06,3.105,0.165,225.192,Fan
50.0,3,37.163,3.105,0.165,225.307,Fan
50.0,3,37.06,3.002,0.165,225.369,Fan
50.0,3,37.06,3.002,0.164,225.442,Fan
50.0,3,37.267,3.002,0.165,226.177,Fan
50.0,3,37.267,3.002,0.165,226.438,Fan
50.0,3,37.267,3.002,0.165,226.464,Fan
50.0,3,37.267,2.898,0.165,226.334,Fan
50.0,3,37.267,2.898,0.165,226.299,Fan
50.0,3,37.267,2.898,0.165,226.283,Fan
50.0,3,37.163,2.898,0.164,226.403,Fan
50.0,3,37.163,2.898,0.164,226.348,Fan
50.0,3,37.06,2.795,0.164,226.025,Fan
50.0,3,37.06,2.795,0.164,226.241,Fan
50.0,3,36.956,2.898,0.163,226.484,Fan
50.0,3,37.06,2.795,0.164,226.15,Fan
50.0,3,36.956,2.795,0.163,226.249,Fan
50.0,3,36.956,2.795,0.163,226.498,Fan
50.0,3,36.956,2.795,0.163,226.423,Fan
50.0,3,36.749,2.795,0.163,225.773,Fan
50.0,3,36.749,2.795,0.163,225.882,Fan
50.0,3,36.749,2.795,0.163,225.938,Fan
50.0,3,36.853,2.691,0.163,226.016,Fan
50.0,3,36.853,2.691,0.163,226.043,Fan
50.0,3,36.853,2.691,0.163,226.119,Fan
50.0,3,36.749,2.691,0.163,225.832,Fan
50.0,3,36.646,2.691,0.162,225.993,Fan
50.0,3,36.646,2.691,0.162,225.966,Fan
50.0,3,36.853,2.691,0.163,226.09,Fan
50.0,3,36.853,2.691,0.163,226.183,Fan
50.0,3,36.853,2.691,0.163,226.233,Fan
50.0,3,36.853,2.691,0.163,226.254,Fan
50.0,3,37.06,2.691,0.163,226.946,Fan
50.0,3,37.06,2.691,0.163,226.892,Fan
50.0,3,37.06,2.691,0.163,227.068,Fan
50.0,3,36.956,2.691,0.163,226.752,Fan
50.0,3,36.853,2.691,0.163,226.847,Fan
50.0,3,36.956,2.691,0.163,226.647,Fan
50.0,3,36.853,2.691,0.163,226.739,Fan
50.0,0,0.0,0.0,0.0,226.872,Fan
50.0,0,0.0,0.0,0.0,226.655,Fan
50.0,0,0.0,0.0,0.0,226.624,Fan
50.0,0,0.0,0.0,0.0,226.43,Fan
50.0,0,0.0,0.0,0.0,226.473,Fan
50.0,0,0.0,0.0,0.0,226.668,Fan
50.0,0,0.0,0.0,0.0,226.502,Fan
50.0,0,0.0,0.0,0.0,226.222,Fan
50.0,0,0.0,0.0,0.0,226.234,Fan
50.0,0,0.0,0.0,0.0,226.083,Fan
50.0,0,0.0,0.0,0.0,226.116,Fan
50.0,0,0.0,0.0,0.0,226.059,Fan
50.0,0,0.0,0.0,0.0,225.846,Fan
50.0,0,0.0,0.0,0.0,226.264,Fan
50.0,0,0.0,0.0,0.0,226.272,Fan
50.0,0,0.0,0.0,0.0,226.194,Fan
50.0,0,0.0,0.0,0.0,226.158,Fan
50.0,0,0.0,0.0,0.0,221.798,Fridge
50.0,0,0.0,0.0,0.0,222.021,Fridge
50.0,0,0.0,0.0,0.0,222.005,Fridge
50.0,0,0.0,0.0,0.0,222.201,Fridge
50.0,0,0.0,0.0,0.0,221.544,Fridge
50.0,0,0.0,0.0,0.0,221.73,Fridge
50.0,0,0.0,0.0,0.0,221.618,Fridge
50.0,0,0.0,0.0,0.0,222.147,Fridge
50.0,0,0.0,0.0,0.0,221.647,Fridge
50.0,0,0.0,0.0,0.0,221.985,Fridge
50.0,0,0.0,0.0,0.0,221.158,Fridge
50.0,0,0.0,0.0,0.0,221.669,Fridge
50.0,0,0.0,0.0,0.0,221.49,Fridge
50.0,0,0.0,0.0,0.0,222.018,Fridge
50.0,0,0.0,0.0,0.0,221.653,Fridge
50.0,0,0.0,0.0,0.0,222.326,Fridge
50.0,0,0.0,0.0,0.0,222.426,Fridge
50.0,0,0.0,0.0,0.0,222.804,Fridge
50.0,0,0.0,0.0,0.0,222.485,Fridge
50.0,0,0.0,0.0,0.0,222.717,Fridge
50.0,0,0.0,0.0,0.0,221.923,Fridge
50.0,0,0.0,0.0,0.0,222.591,Fridge
50.0,0,0.0,0.0,0.0,222.035,Fridge
50.0,0,0.0,0.0,0.0,222.538,Fridge
50.0,0,0.0,0.0,0.0,222.036,Fridge
50.0,0,0.0,0.0,0.0,222.447,Fridge
50.0,0,0.0,0.0,0.0,222.116,Fridge
50.0,0,0.0,0.0,0.0,222.718,Fridge
50.0,0,0.0,0.0,0.0,222.361,Fridge
50.0,0,0.0,0.0,0.0,222.752,Fridge
50.0,0,0.0,0.0,0.0,222.27,Fridge
50.0,0,0.0,0.0,0.0,223.265,Fridge
50.0,0,0.0,0.0,0.0,222.557,Fridge
50.0,0,0.0,0.0,0.0,222.878,Fridge
50.0,0,0.0,0.0,0.0,221.939,Fridge
50.0,0,0.0,0.0,0.0,222.527,Fridge
50.0,0,0.0,0.0,0.0,221.712,Fridge
50.0,0,0.0,0.0,0.0,222.335,Fridge
50.0,0,0.0,0.0,0.0,222.027,Fridge
50.0,0,0.0,0.0,0.0,222.379,Fridge
50.0,0,0.0,0.0,0.0,222.047,Fridge
50.0,0,0.0,0.0,0.0,225.085,Fridge
50.0,0,0.0,0.0,0.0,224.347,Fridge
50.0,0,0.0,0.0,0.0,224.545,Fridge
50.0,0,0.0,0.0,0.0,224.232,Fridge
50.0,0,0.0,0.0,0.0,225.072,Fridge
50.0,0,0.0,0.0,0.0,225.239,Fridge
50.0,0,0.0,0.0,0.0,224.953,Fridge
50.0,0,0.0,0.0,0.0,224.654,Fridge
50.0,0,0.0,0.0,0.0,224.29,Fridge
50.0,0,0.0,0.0,0.0,224.558,Fridge
50.0,0,0.0,0.0,0.0,224.202,Fridge
50.0,0,0.0,0.0,0.0,223.615,Fridge
50.0,0,0.0,0.0,0.0,224.056,Fridge
50.0,0,0.0,0.0,0.0,223.93,Fridge
50.0,0,0.0,0.0,0.0,224.057,Fridge
50.0,0,0.0,0.0,0.0,224.166,Fridge
50.0,0,0.0,0.0,0.0,223.924,Fridge
50.0,0,0.0,0.0,0.0,223.558,Fridge
50.0,0,0.0,0.0,0.0,223.85,Fridge
50.0,0,23.809,-0.207,0.105,224.377,Fridge
50.0,0,0.0,0.0,0.0,224.643,Fridge
50.0,0,0.0,0.0,0.0,224.634,Fridge
50.0,0,0.0,0.0,0.0,224.342,Fridge
50.0,0,0.0,0.0,0.0,224.295,Fridge
50.0,0,0.0,0.0,0.0,224.338,Fridge
50.0,0,0.0,0.0,0.0,224.55,Fridge
50.0,0,0.0,0.0,0.0,223.854,Fridge
50.0,0,0.0,0.0,0.0,224.538,Fridge
50.0,0,0.0,0.0,0.0,223.611,Fridge
50.0,0,0.0,0.0,0.0,223.442,Fridge
50.0,0,0.0,0.0,0.0,223.3,Fridge
50.0,0,0.0,0.0,0.0,223.443,Fridge
50.0,0,0.0,0.0,0.0,223.348,Fridge
50.0,0,0.0,0.0,0.0,224.77,Fridge
50.0,0,0.0,0.0,0.0,224.849,Fridge
50.0,0,0.0,0.0,0.0,225.313,Fridge
50.0,0,0.0,0.0,0.0,225.168,Fridge
50.0,0,0.0,0.0,0.0,224.686,Fridge
50.0,0,0.0,0.0,0.0,224.318,Fridge
50.0,0,0.0,0.0,0.0,224.8,Fridge
50.0,0,0.0,0.0,0.0,224.47,Fridge
50.0,0,0.0,0.0,0.0,225.174,Fridge
50.0,0,0.0,0.0,0.0,224.841,Fridge
50.0,0,0.0,0.0,0.0,225.169,Fridge
50.0,0,0.0,0.0,0.0,224.56,Fridge
50.0,0,0.0,0.0,0.0,225.021,Fridge
50.0,0,0.0,0.0,0.0,224.504,Fridge
50.0,0,0.0,0.0,0.0,224.447,Fridge
50.0,0,0.0,0.0,0.0,225.017,Fridge
50.0,0,0.0,0.0,0.0,225.377,Fridge
50.0,0,0.0,0.0,0.0,225.085,Fridge
50.0,0,0.0,0.0,0.0,225.439,Fridge
50.0,0,0.0,0.0,0.0,225.132,Fridge
50.0,0,0.0,0.0,0.0,224.727,Fridge
50.0,0,0.0,0.0,0.0,224.583,Fridge
50.1,0,0.0,0.0,0.0,224.993,Fridge
50.0,0,0.0,0.0,0.0,224.753,Fridge
50.0,0,0.0,0.0,0.0,224.842,Fridge
50.0,0,0.0,0.0,0.0,225.064,Fridge
50.0,0,0.0,0.0,0.0,224.958,Fridge
50.0,0,0.0,0.0,0.0,224.902,Fridge
50.0,0,0.0,0.0,0.0,224.94,Fridge
50.0,0,0.0,0.0,0.0,224.619,Fridge
50.0,0,0.0,0.0,0.0,224.83,Fridge
50.0,0,0.0,0.0,0.0,224.778,Fridge
50.0,0,0.0,0.0,0.0,224.198,Fridge
50.1,0,0.0,0.0,0.0,223.948,Fridge
50.0,0,0.0,0.0,0.0,224.392,Fridge
50.0,0,0.0,0.0,0.0,224.057,Fridge
50.0,0,0.0,0.0,0.0,223.953,Fridge
50.0,0,0.0,0.0,0.0,224.12,Fridge
50.0,0,0.0,0.0,0.0,224.142,Fridge
50.1,0,0.0,0.0,0.0,224.05,Fridge
50.0,0,0.0,0.0,0.0,223.975,Fridge
50.1,0,0.0,0.0,0.0,223.45,Fridge
50.1,0,0.0,0.0,0.0,224.368,Fridge
50.0,0,0.0,0.0,0.0,224.356,Fridge
50.1,0,0.0,0.0,0.0,224.595,Fridge
50.1,0,0.0,0.0,0.0,224.621,Fridge
50.0,0,0.0,0.0,0.0,224.411,Fridge
50.1,0,0.0,0.0,0.0,225.012,Fridge
50.1,0,0.0,0.0,0.0,224.622,Fridge
50.0,0,0.0,0.0,0.0,223.207,Fridge
50.1,0,0.0,0.0,0.0,224.376,Fridge
50.1,0,0.0,0.0,0.0,224.754,Fridge
50.1,0,0.0,0.0,0.0,224.524,Fridge
50.0,0,0.0,0.0,0.0,224.653,Fridge
50.1,0,0.0,0.0,0.0,223.993,Fridge
50.0,0,0.0,0.0,0.0,224.687,Fridge
50.0,0,0.0,0.0,0.0,224.251,Fridge
50.0,0,0.0,0.0,0.0,224.548,Fridge
50.0,0,0.0,0.0,0.0,224.159,Fridge
50.0,0,0.0,0.0,0.0,224.589,Fridge
50.0,0,0.0,0.0,0.0,224.335,Fridge
50.0,0,0.0,0.0,0.0,224.715,Fridge
50.0,0,0.0,0.0,0.0,224.376,Fridge
50.0,0,0.0,0.0,0.0,224.908,Fridge
50.0,0,0.0,0.0,0.0,224.6,Fridge
50.0,0,0.0,0.0,0.0,224.763,Fridge
50.0,0,0.0,0.0,0.0,223.845,Fridge
50.0,0,0.0,0.0,0.0,224.175,Fridge
50.0,24,116.046,53.416,0.58,223.314,Fridge
50.0,25,112.423,53.416,0.562,224.304,Fridge
50.0,24,115.528,53.623,0.577,223.666,Fridge
50.0,25,112.94,53.313,0.566,223.774,Fridge
50.0,25,109.731,52.588,0.552,223.485,Fridge
50.0,27,103.83,51.863,0.527,223.838,Fridge
50.0,27,98.033,50.414,0.504,223.008,Fridge
50.0,28,95.342,50.0,0.493,222.85,Fridge
50.0,28,92.34,49.379,0.48,222.579,Fridge
50.0,29,91.201,49.896,0.475,223.561,Fridge
50.0,28,90.166,49.379,0.471,222.97,Fridge
50.0,28,89.441,49.275,0.468,223.014,Fridge
50.0,28,89.545,49.172,0.469,222.825,Fridge
